postal code,latitude,longitude
50038,+41.5250727,-093.9032820
55033,+44.7139182,-092.8644685
55036,+45.8712464,-093.1195636
50039,+41.8143555,-093.9966233
50041,+42.6384540,-093.2481475
50042,+41.5337448,-094.9053232
50044,+41.2020809,-092.8827895
72426,+35.8682066,-090.0416389
50046,+41.8934046,-093.5230116
55037,+46.0388592,-092.7851723
50047,+41.4636395,-093.4742799
60034,+42.4563182,-088.4196950
35049,+33.9618073,-086.6120645
60035,+42.1859677,-087.8059389
35051,+33.2050319,-086.6189153
54827,+46.7882807,-091.0967411
54828,+45.8409862,-091.2942475
54829,+45.5666497,-092.0472429
54830,+46.1060136,-092.2256830
54832,+46.3192871,-091.3434410
54835,+45.6916010,-091.2470859
54836,+46.4544383,-092.1950411
54837,+45.6742841,-092.3577093
57570,+43.1979795,-100.8310117
57571,+43.0852192,-099.0925055
57584,+43.5289704,-100.0708608
57585,+43.5391113,-100.4054334
57601,+45.4558223,-100.5495920
57620,+45.3772582,-102.5402121
57621,+45.7500921,-101.0728615
57622,+44.6833967,-101.5675244
57623,+45.0298102,-101.6858580
57625,+44.9495701,-101.0606365
57626,+44.9797064,-102.2321409
50314,+41.6049642,-093.6312003
57630,+45.4391595,-100.9055440
57631,+45.5329328,-100.2810103
57632,+45.8334563,-100.0442125
74458,+35.8835812,-095.5917407
74459,+35.5343476,-095.4921985
74460,+35.5078553,-095.9565243
74462,+35.2909198,-095.1642442
74463,+35.7595278,-095.5502833
74464,+35.9279707,-094.9824538
74467,+35.9674753,-095.3929062
74468,+35.6121661,-095.5680897
74469,+35.4951063,-095.3083326
74470,+35.4767172,-095.1668778
74471,+35.8342039,-094.8718830
74472,+35.2498895,-095.2684142
99502,+61.1636523,-149.9966425
99503,+62.0439512,-158.1756674
99504,+61.2046000,-149.7460952
99505,+61.2569936,-149.6016148
99506,+61.2534799,-149.8107583
99507,+61.1476561,-149.7536416
99508,+61.2013999,-149.8175019
99510,+70.1018855,-149.8673597
99515,+61.1163805,-149.8903754
99516,+61.0794029,-149.7099322
99517,+61.1903457,-149.9391077
99518,+61.1595623,-149.8848163
99546,+51.8294376,-176.6299943
65661,+37.4676879,-093.8251995
65662,+37.4467334,-092.5704524
65663,+37.6233713,-093.2467273
65686,+36.6269732,-093.4440151
65689,+37.1444221,-092.0928699
73743,+36.5772715,-098.0127685
72384,+35.3757949,-090.2194886
73744,+35.9478776,-098.3061881
73746,+36.6851238,-098.6576236
73747,+36.2278895,-098.3318426
72386,+35.4502403,-090.3659891
72389,+34.3713435,-090.9120746
73749,+36.7168236,-098.1549291
72390,+34.5510452,-090.6794096
72392,+34.9655982,-091.1006064
72394,+35.0600300,-090.6140184
72395,+35.5930900,-090.0812463
73750,+35.8526272,-097.9523740
73753,+36.5552514,-097.8637393
73754,+36.3981902,-098.0961457
72396,+35.2300877,-090.8225322
73755,+36.1382332,-098.5647339
73756,+35.9794970,-098.1300592
73757,+36.2868804,-097.4581771
73758,+36.9502477,-098.0810484
73759,+36.8601053,-097.7204236
73760,+36.3710045,-098.1690593
72401,+35.8863444,-090.6567744
73761,+36.6829097,-098.0434531
46301,+41.6911478,-086.9787744
46303,+41.3736430,-087.4792140
46304,+41.6136325,-087.0462055
50271,+42.4827518,-093.5414419
50272,+41.0959280,-093.2559358
50273,+41.3296914,-094.0543067
50274,+41.3833484,-094.8609755
50275,+41.0375362,-093.5896022
50276,+41.8620122,-093.9264890
50277,+41.7845511,-094.3577187
50278,+42.1367591,-093.2995328
50309,+41.5846033,-093.6208359
48014,+43.0257189,-082.9315530
38610,+34.6517868,-089.0255487
40011,+38.5276666,-085.1700960
40012,+37.9008412,-085.1919825
50310,+41.6275816,-093.6726595
48015,+42.4804970,-083.0271494
32011,+30.5711110,-081.8395794
40013,+37.9348508,-085.4580272
40964,+36.7726762,-083.3129627
40965,+36.6463470,-083.7208131
40972,+37.2596335,-083.5770251
40977,+36.7001315,-083.7723242
48017,+42.5366899,-083.1503673
38611,+34.8562332,-089.6760197
40014,+38.3402592,-085.4296782
32024,+30.0919527,-082.7310704
40019,+38.3806507,-085.1643306
40979,+37.0057729,-083.5112589
40020,+37.9347845,-085.3874164
40982,+36.9327445,-083.6900870
40983,+37.3309509,-083.7546141
40988,+36.8666165,-083.5166309
11104,+40.7446474,-073.9202029
40995,+36.7610126,-083.8154558
40997,+36.8945418,-083.6620343
41001,+38.9176063,-084.4033702
41002,+38.7420515,-083.9735380
41003,+38.5296396,-084.3902455
41004,+38.6441252,-084.0879829
41005,+39.0067591,-084.7601157
41006,+38.7844296,-084.3456389
41007,+38.8921870,-084.2946272
41008,+38.6632590,-085.1686727
41010,+38.4996327,-084.6081945
41011,+39.0671139,-084.5326852
41014,+39.0662903,-084.5052820
41015,+38.9797103,-084.4785958
41016,+39.0887486,-084.5484760
41017,+39.0291951,-084.5621342
41018,+39.0149013,-084.6021862
41030,+38.7887644,-084.5892929
41031,+38.4178015,-084.2887163
41033,+38.7691910,-084.4451379
41034,+38.7239338,-083.8913179
41035,+38.7192244,-084.6543541
41039,+38.4143006,-083.8713774
41040,+38.6516660,-084.3313054
41041,+38.4073950,-083.7206790
41042,+39.0009679,-084.6510052
41043,+38.7616884,-084.2049504
41044,+38.6104315,-083.9724336
41045,+38.7179794,-085.0352982
41046,+38.7173777,-084.8033358
48021,+42.4660796,-082.9463410
40022,+38.1534178,-085.3549845
48022,+43.0233961,-082.8024042
40023,+38.1741434,-085.4323425
11204,+40.6187792,-073.9848262
11101,+40.7475596,-073.9389416
11102,+40.7728839,-073.9262952
11103,+40.7625756,-073.9134575
11105,+40.7789714,-073.9062501
11106,+40.7622113,-073.9315281
11109,+40.7459678,-073.9575260
47869,+39.2739170,-087.4967133
11201,+40.6937005,-073.9898589
11203,+40.6495897,-073.9343744
47871,+39.3896802,-087.2998752
47872,+39.7535414,-087.1531120
47874,+39.6284994,-087.2707463
47863,+39.5891247,-087.4543477
47865,+39.0209993,-087.3914283
02176,+42.4557230,-071.0590194
47866,+39.2924064,-087.3211157
47868,+39.4110733,-086.9025938
47876,+39.5165508,-087.4582955
47879,+39.1976915,-087.3786857
47880,+39.5997482,-087.4188437
47881,+39.4859303,-087.1924153
47882,+39.0913151,-087.4108554
02145,+42.3915769,-071.0899097
02148,+42.4293799,-071.0587065
02149,+42.4059375,-071.0546487
02150,+42.3968243,-071.0313479
02151,+42.4182902,-071.0012511
02152,+42.3730546,-070.9748072
99581,+62.7851828,-164.5663013
02155,+42.4238395,-071.1076732
02163,+42.3661684,-071.1228503
02169,+42.2483860,-071.0022792
02170,+42.2664149,-071.0155763
40025,+38.2996986,-085.6486912
02171,+42.2933266,-071.0181929
99589,+59.1274911,-161.5687739
02180,+42.4742082,-071.0976654
04952,+44.4127965,-069.1547905
02184,+42.2061879,-071.0023199
02186,+42.2415568,-071.0824318
02188,+42.2045790,-070.9577525
02189,+42.2097755,-070.9281885
04953,+44.8603002,-069.2366981
04955,+44.6472065,-069.9933366
04956,+44.8079063,-070.1098402
04957,+44.7020674,-069.8433723
04958,+44.8969025,-069.9173162
04961,+45.1377787,-070.1442927
04965,+44.8431509,-069.3683556
04966,+44.8146987,-070.4273112
04967,+44.7698405,-069.4336701
04969,+44.7852824,-069.2362765
04970,+45.0079127,-070.6181620
04971,+44.9296800,-069.3912779
04973,+44.3682542,-069.1862929
33498,+26.3860671,-080.2195575
04974,+44.4709063,-068.9286617
04975,+44.6253540,-069.5883338
04976,+44.7892707,-069.6677336
04978,+44.6418193,-069.7998896
04979,+44.9393802,-069.8081422
04981,+44.5140187,-068.8390499
04982,+45.0981263,-070.4305473
04983,+44.9793999,-070.3673014
04984,+44.6965860,-070.2672030
04985,+45.3694410,-069.9310946
04986,+44.5494603,-069.2112917
37303,+35.4424620,-084.6400770
37305,+35.4651902,-085.6942304
33510,+27.9556370,-082.2966931
37307,+35.1742287,-084.6213186
37308,+35.3426348,-084.9937558
33511,+27.9097776,-082.2957378
37309,+35.3019116,-084.7414872
37310,+35.2525253,-084.7100658
33513,+28.7142620,-082.1949626
33514,+28.6863133,-081.9946995
41073,+39.1013640,-084.4787683
33521,+28.7982708,-082.0685530
33523,+28.4192575,-082.2201607
37311,+35.1131328,-084.9281863
33525,+28.3416439,-082.1983800
28583,+35.1387561,-076.7415430
06751,+41.6357587,-073.2114217
06752,+41.5202940,-073.3610927
28584,+34.7367665,-077.0776191
28585,+35.0769231,-077.4124055
28586,+35.3135580,-077.1674973
05825,+44.8625010,-072.2444646
05826,+44.6477272,-072.4020910
05827,+44.6768979,-072.3625043
05828,+44.4375039,-072.1248218
05829,+44.9672102,-072.0682650
05830,+44.9721002,-071.9869694
05832,+44.5783705,-071.9174657
05833,+44.8421572,-071.9585463
05836,+44.5115641,-072.2661453
05837,+44.6638095,-071.8052959
05839,+44.6736834,-072.2070136
05841,+44.6076703,-072.2886021
05842,+44.5589290,-072.2315677
05843,+44.5187137,-072.3489650
05845,+44.8007723,-072.2905721
05846,+44.8008873,-071.8626870
67334,+37.0238970,-096.1771437
28573,+34.9850696,-077.1488419
28574,+34.8789308,-077.5895879
28575,+34.7079589,-076.8835678
28579,+34.7590989,-076.5102942
28580,+35.4532739,-077.6795384
28581,+34.8442584,-076.4355528
28582,+34.7482839,-077.1504581
28587,+35.1927299,-076.6616608
28589,+34.8128583,-076.5050584
28590,+35.5206825,-077.4166606
28594,+34.6899038,-076.9696881
28601,+35.7723925,-081.3266586
28602,+35.6698860,-081.3892082
28604,+36.1802802,-081.8591508
28605,+36.1296322,-081.6949293
28606,+36.0534868,-081.3221743
28607,+36.2180052,-081.6521384
28609,+35.6716919,-081.0556041
28610,+35.7303237,-081.1353054
28611,+36.0109549,-081.7352538
28612,+35.6503914,-081.5375599
28613,+35.7376873,-081.2076814
28615,+36.4586802,-081.6606175
07112,+40.7093624,-074.2096587
35052,+33.5906820,-086.4098973
07114,+40.6974728,-074.1698557
07201,+40.6889721,-074.1654623
20772,+38.7802744,-076.7669897
60040,+42.2063629,-087.8130979
35053,+34.0541554,-087.0737006
60041,+42.3645524,-088.1511204
35054,+33.5020192,-086.3379254
60042,+42.2782063,-088.1966269
07202,+40.6524154,-074.2168479
07203,+40.6522106,-074.2601578
98014,+47.6620865,-121.8918701
98019,+47.7343332,-121.8553066
83211,+42.7011492,-113.0284576
83212,+42.5387916,-112.5439843
57658,+45.6798452,-100.4946533
57661,+45.2567517,-100.9601933
57701,+44.1460578,-103.2067150
57702,+44.0482844,-103.4204666
57703,+44.0045638,-103.0426279
98020,+47.8023438,-122.3741934
83213,+43.5393152,-113.2667758
98021,+47.7925296,-122.2082070
83214,+42.5398461,-112.3076751
57706,+44.1571868,-103.0935604
60043,+42.0888593,-087.7145880
60044,+42.2844079,-087.8622966
60045,+42.2359973,-087.8647770
35055,+34.1511208,-086.7588084
35057,+34.1804618,-086.9342567
60046,+42.4163231,-088.0591192
35058,+34.2288564,-086.7372611
57640,+45.7895984,-102.7176203
57644,+45.4492286,-102.0464916
57646,+45.6824199,-100.0816705
57649,+45.5166348,-102.8580196
57650,+45.8479566,-103.0143618
57651,+45.4760301,-103.1484057
57652,+45.1863923,-100.6584885
57656,+45.3930329,-101.0489948
57657,+45.5188837,-100.7921611
57741,+44.4049687,-103.4666344
57744,+43.7826357,-103.0459414
57745,+44.0192402,-103.7786018
57747,+43.3848530,-103.5272402
57748,+44.5606656,-102.0445353
57750,+43.5937923,-101.9555466
57751,+43.8845340,-103.4531340
57752,+43.4522842,-102.1742305
57754,+44.2554342,-103.8875686
74501,+34.9857677,-095.7907914
74521,+34.6545088,-095.0881744
74530,+34.4363251,-096.4947019
74531,+34.8854192,-096.2519275
74533,+34.2080125,-096.1970111
74534,+34.6152304,-096.3677376
74540,+34.5710357,-095.7081335
74543,+34.3705498,-095.4376289
73562,+34.1810065,-098.4092401
84726,+37.7392862,-111.5881503
84728,+39.2951728,-113.9065913
72118,+34.8404683,-092.3260350
99548,+56.2373952,-158.7516833
99549,+56.9641768,-158.5806348
99550,+57.9041085,-153.0426850
99551,+60.9028856,-161.4217593
99552,+60.9095814,-161.2271077
99553,+54.1173183,-165.8308353
48027,+42.9442888,-082.6940405
32025,+30.1071032,-082.5791177
99554,+62.7111604,-164.6447123
99555,+59.2603204,-158.6546780
99556,+59.8999551,-151.5703879
99557,+61.4201180,-156.0441993
65728,+36.8713810,-093.3455610
65729,+36.5139605,-092.5927387
65730,+36.6236944,-094.1772886
32026,+30.0541489,-082.1816808
32033,+29.7881116,-081.4343237
48028,+42.5802086,-082.6166201
40033,+37.5441240,-085.2255527
40036,+38.4158905,-084.9824467
65731,+36.6534572,-093.1259244
65732,+37.9416933,-093.1615448
65733,+36.5271159,-092.8494189
65734,+36.7952141,-093.9418175
65735,+38.0399203,-093.4587267
65737,+36.7111114,-093.3593376
65738,+37.1392801,-093.5063979
65739,+36.5109586,-093.2741586
65740,+36.7135738,-093.1634780
65785,+37.7084751,-093.8250539
65786,+37.9644710,-092.9629371
65787,+38.0705930,-092.8833470
65788,+36.8066887,-091.6949454
65789,+36.8628694,-091.8737137
65790,+36.7030238,-092.1095398
65791,+36.5791546,-091.4972299
65793,+36.9915586,-091.9719865
65802,+37.2074495,-093.3546121
65803,+37.2831890,-093.2898210
65804,+37.1504979,-093.2519212
65806,+37.2055854,-093.2991572
65807,+37.1675326,-093.3247726
65809,+37.1724208,-093.1963698
65810,+37.1197195,-093.3097235
72644,+36.4331235,-092.9927632
83118,+43.0478548,-110.9975762
83119,+42.6439179,-110.9881971
83120,+42.9158474,-111.1173152
72404,+35.7738621,-090.7788375
72410,+35.9474771,-091.0976455
73762,+35.7131874,-097.9644372
40037,+37.6606634,-085.4175405
72411,+35.7450896,-090.5755071
72412,+36.1241685,-090.6943777
72413,+36.3018297,-090.8222186
99590,+62.8960427,-160.1129605
72414,+35.8246089,-090.3740488
73763,+36.0937039,-098.3258038
73764,+35.8547396,-098.2017015
72415,+36.1266677,-091.1750129
72416,+35.9639769,-090.7957216
73766,+36.6555928,-097.8257272
72417,+35.9162762,-090.5395256
72419,+35.7495986,-090.3535501
72421,+35.7853207,-090.9719512
73768,+36.3547537,-098.2925626
73771,+36.8758040,-097.9731331
72422,+36.4245580,-090.5194880
72427,+35.8670557,-090.9357722
07072,+40.8264241,-074.0623382
20721,+38.9152216,-076.7851292
72428,+35.7393513,-090.2245955
72429,+35.5060787,-090.9283959
68465,+40.4863381,-097.0222268
68466,+40.0668544,-096.6428313
68467,+40.8663643,-097.5956367
68502,+40.7858100,-096.6980017
72430,+36.3345293,-090.1712743
72431,+35.6325714,-091.0794089
73772,+35.8632464,-098.4302957
73773,+36.2657255,-097.9204761
20722,+38.9345568,-076.9505961
07073,+40.8170966,-074.0850235
07075,+40.8501831,-074.0870676
07076,+40.6330262,-074.3729052
20723,+39.1375688,-076.8679423
07074,+40.8381270,-074.0552679
17056,+40.5372876,-077.3542598
07078,+40.7423455,-074.3342374
20732,+38.6551400,-076.5425708
17057,+40.1935621,-076.7245729
17058,+40.5053806,-077.5524700
17059,+40.5891617,-077.3910725
17060,+40.4692613,-077.8939561
17061,+40.5667030,-076.9090902
17062,+40.5467735,-077.1876563
17063,+40.7610260,-077.4849474
50311,+41.6010382,-093.6728925
48030,+42.4619241,-083.0976891
40040,+37.7770431,-085.0692861
50312,+41.5826778,-093.6766696
17067,+40.3904230,-076.3150484
17068,+40.4105824,-077.1782993
17069,+40.4539871,-076.9700393
17070,+40.2024014,-076.8656776
17071,+40.2984145,-077.6019339
50313,+41.6544767,-093.6241798
50315,+41.5459183,-093.6221237
11205,+40.6946641,-073.9662459
50316,+41.6086291,-093.5995786
41074,+39.1105886,-084.4624571
41075,+39.0819745,-084.4531719
41076,+39.0132482,-084.4538446
41080,+39.0546897,-084.8241780
41083,+38.6660188,-084.9674604
50317,+41.6174634,-093.5466208
50319,+41.5909125,-093.6042882
50320,+41.5279423,-093.5679667
50321,+41.5351378,-093.6652479
41048,+39.0988495,-084.7063287
41049,+38.2689939,-083.6397813
41051,+38.9353005,-084.5500993
41052,+38.6779873,-084.7685184
41055,+38.5253921,-083.8664645
41056,+38.5949384,-083.7781307
41059,+39.0133948,-084.3513802
41062,+38.7040099,-083.9228395
41063,+38.8465305,-084.4951228
41064,+38.5138262,-084.0637574
41071,+39.0718051,-084.4851179
48023,+42.7043848,-082.6588518
40026,+38.4311565,-085.5326392
11206,+40.7019538,-073.9423577
48025,+42.5203566,-083.2648239
48026,+42.5376330,-082.9467415
40031,+38.4294155,-085.4008138
11207,+40.6707686,-073.8942047
11208,+40.6685639,-073.8709902
11209,+40.6220119,-074.0301411
11210,+40.6281442,-073.9463230
47901,+40.4177784,-086.8896327
47904,+40.4386323,-086.8769205
47905,+40.4200149,-086.7660436
47906,+40.4796492,-086.9892182
47907,+40.4243946,-086.9154862
47909,+40.3245629,-086.8963025
02190,+42.1667306,-070.9523629
17072,+40.2337314,-077.0817277
17073,+40.3028377,-076.2551608
17074,+40.4789009,-077.1485854
02191,+42.2434530,-070.9420330
02199,+42.3474761,-071.0820350
02215,+42.3476346,-071.1030821
02301,+42.0783714,-071.0423041
02302,+42.0889069,-070.9983750
02332,+42.0443242,-070.7060726
02333,+42.0372780,-070.9404591
33527,+27.9737491,-082.2128059
37312,+35.2324611,-084.8798211
37313,+35.3577092,-085.7128001
33534,+27.8284515,-082.3790965
37317,+35.0310013,-084.4430558
33538,+28.8499490,-082.1851100
37318,+35.1779164,-085.9927798
33540,+28.2568967,-082.1329998
33541,+28.2340015,-082.2213595
37321,+35.5021033,-085.0080244
33542,+28.2357797,-082.1776172
37322,+35.5033973,-084.8238876
33543,+28.2127750,-082.2963685
33544,+28.2540392,-082.3662232
33545,+28.2725797,-082.2965558
37323,+35.0961827,-084.8165325
33547,+27.7899472,-082.1358282
33548,+28.1462790,-082.4823030
33549,+28.1379437,-082.4462524
37324,+35.2397544,-085.9871648
33556,+28.1348086,-082.5914585
37325,+35.2513590,-084.5917184
37326,+35.0400044,-084.3849854
33558,+28.1654830,-082.5112357
33559,+28.1610058,-082.4146674
37327,+35.4376474,-085.4152091
37328,+35.0369421,-086.3573743
37329,+35.3943548,-084.4610401
33563,+28.0172218,-082.1249531
33565,+28.0859061,-082.1481135
37330,+35.2795425,-086.1305778
33566,+27.9779648,-082.0957088
37331,+35.3193118,-084.5298333
33567,+27.9206094,-082.1167723
37332,+35.5987008,-084.9719471
37333,+35.1537535,-084.3353385
05850,+44.5412470,-072.0146990
05851,+44.5571323,-072.0805897
05853,+44.8959364,-071.9412652
05855,+44.9271314,-072.1922364
05857,+44.9289112,-072.3127003
05858,+44.5587869,-071.8169167
78373,+27.7774367,-097.1149829
05859,+44.9666708,-072.4430349
05860,+44.8026605,-072.1039961
05862,+44.3181852,-072.2161155
78374,+27.8921316,-097.3842381
78375,+27.3963101,-098.1712854
78376,+27.4213527,-098.5142716
78377,+28.3503603,-097.1563315
78379,+27.3066143,-097.7804273
78380,+27.7912531,-097.7421393
78382,+28.1326268,-097.0620702
78383,+28.0881599,-097.9562461
78384,+27.8495584,-098.3857753
78385,+27.1393955,-097.9013695
78387,+28.1215951,-097.5530083
78389,+28.2463016,-097.6508112
78390,+27.9972613,-097.3274421
78391,+28.1795761,-097.7083927
05866,+44.6407389,-072.1108852
05867,+44.6650706,-072.0359728
05874,+44.8834736,-072.4849577
05875,+44.7098485,-072.2469562
78393,+28.1871183,-097.3822255
05868,+44.9021249,-072.3779292
05871,+44.6893047,-071.9369553
05872,+44.8685267,-072.0480330
05873,+44.4233477,-072.1951177
28623,+36.5345118,-080.9714916
28624,+36.1283564,-081.4117752
28625,+35.8695670,-080.8896402
28626,+36.2925767,-081.5176324
28627,+36.4555549,-081.0044371
78411,+27.7298944,-097.3852466
78412,+27.7035730,-097.3450451
05901,+44.9408097,-071.6547828
83215,+43.4431581,-112.8124910
83217,+42.7778570,-111.9427149
74930,+35.1834801,-094.7763181
74931,+35.6996662,-094.7410137
74932,+35.1515945,-094.5379883
74935,+34.9497594,-094.8963914
74936,+35.3768650,-094.7244642
74937,+34.8175244,-094.5874543
74939,+34.7298049,-094.6324731
74940,+34.9536374,-094.6224271
74941,+35.2877536,-094.8839111
05902,+45.0095872,-071.4879266
05903,+44.9350908,-071.5880089
65324,+38.1268125,-093.0299143
65325,+38.4395461,-093.1887875
65326,+38.1658396,-093.1391700
65327,+38.9739732,-093.4953126
65329,+38.6201913,-092.9649068
65330,+39.2177259,-092.9528621
65332,+38.6243064,-093.4146758
65333,+38.9007677,-093.3199413
65334,+38.8453104,-093.2268580
28616,+36.0230706,-081.9201909
28617,+36.4807024,-081.3619794
28618,+36.2081657,-081.5167686
28619,+35.7586026,-081.6024944
28621,+36.2756505,-080.9146243
28622,+36.1926763,-081.9473326
28628,+35.7263288,-081.7851068
83218,+43.3176875,-112.1652716
83220,+42.3772460,-111.4231728
98022,+47.2163720,-121.9129058
28629,+36.3404258,-081.3644398
28630,+35.8319756,-081.4201720
28631,+36.5474764,-081.4103559
28634,+35.9728007,-080.7571734
28635,+36.3054634,-081.1260450
28636,+35.9394262,-081.0634332
57769,+44.2470003,-103.2870456
57770,+43.0579967,-102.5896208
57772,+43.5335762,-102.5928907
57773,+43.5921142,-103.5681466
57775,+44.1019640,-102.0289496
57776,+45.2578398,-103.4887054
28637,+35.7180044,-081.4193610
28638,+35.8450928,-081.4779384
28640,+36.4048731,-081.3993974
28642,+36.2183985,-080.8203118
28643,+36.5290589,-081.5408788
28644,+36.4262184,-081.2779695
28645,+35.9788454,-081.5478340
28646,+36.0733302,-081.8470935
73565,+34.0199087,-097.8939749
28647,+35.9380838,-081.9729931
28649,+36.3359905,-081.2120691
28650,+35.5714262,-081.1583902
28651,+36.3062145,-081.3087831
72120,+34.9022132,-092.2408473
84735,+37.6406011,-112.4307717
84736,+37.5498879,-111.9981677
98023,+47.3114910,-122.3628100
98024,+47.5734245,-121.8991824
98026,+47.8407354,-122.3326604
83221,+43.3240812,-112.5520450
83223,+42.1817806,-111.4069587
98027,+47.4937320,-121.9987237
83226,+44.6318884,-114.3498097
72121,+35.4553213,-091.7861397
73566,+34.6159809,-098.9311163
72122,+34.7778842,-092.8083572
98028,+47.7556649,-122.2480615
83227,+44.2489098,-114.5067299
83228,+42.2336732,-112.0602710
98029,+47.5570850,-122.0077482
83232,+42.1384628,-111.9710881
83233,+42.1350423,-111.2379560
98030,+47.3672135,-122.1980509
83234,+42.4225795,-112.1010942
83235,+44.5748887,-113.6986008
98031,+47.4054791,-122.1957723
83236,+43.1910953,-111.8724560
83237,+42.0274524,-111.7785579
83238,+42.3210165,-111.1164288
83239,+42.5340600,-111.2899691
98032,+47.3919421,-122.2571921
83241,+42.5148505,-111.7653620
83243,+42.2974924,-112.6512887
98033,+47.6759816,-122.1935779
83244,+44.1168034,-113.1238684
83245,+42.8181190,-112.2077319
98034,+47.7157690,-122.2137483
35060,+33.5577496,-086.9517264
35061,+33.4720059,-086.9559396
35062,+33.7249200,-087.0102520
60047,+42.2031343,-088.0442084
35063,+33.8182735,-087.0205524
35064,+33.4760716,-086.9202535
60048,+42.2954076,-087.9506111
35068,+33.6075193,-086.8310731
35070,+34.0092798,-086.7578781
35071,+33.6944054,-086.8484813
60050,+42.3311469,-088.2951796
35072,+33.0934978,-086.0669472
60051,+42.3549097,-088.2291317
35073,+33.6512258,-086.9868311
35074,+33.2223491,-087.1242696
60053,+42.0423360,-087.7889464
35077,+34.0211645,-086.8326676
35078,+33.3244198,-086.4449662
60056,+42.0671658,-087.9347190
35079,+33.9378796,-086.7583487
35080,+33.2600811,-086.9114743
57755,+45.8683261,-103.3471780
57756,+43.2368722,-102.4937875
57758,+44.9111188,-102.8191768
57759,+44.2350572,-103.5466985
57760,+45.0059500,-103.3007571
57761,+44.2271394,-102.7385328
57762,+44.7533514,-103.6196915
57763,+43.1113499,-103.2519341
57764,+43.1832105,-102.8379488
57766,+43.3976201,-103.1978042
57767,+44.1367484,-102.5711118
57779,+44.5637726,-103.7553218
57780,+43.7802651,-102.5105418
57782,+43.2953079,-103.1366701
57783,+44.4741633,-103.9182581
57785,+44.4388093,-103.1335010
57787,+44.6859039,-102.6502528
57788,+44.6169643,-103.2049411
57790,+44.0820839,-102.2172781
57791,+44.2211389,-102.4616259
57792,+44.5093234,-102.3975336
57793,+44.5253679,-103.5787623
57794,+43.1240342,-102.3948434
57799,+44.4987072,-103.8724163
58623,+46.1858225,-103.4318045
58649,+46.1262739,-102.9228715
58653,+46.0971958,-103.1305491
68719,+42.9544556,-098.5601533
69201,+42.7398013,-100.5670591
69212,+42.9329305,-100.8014357
69216,+42.9778092,-100.9835902
82701,+43.7116357,-104.4338609
34667,+28.3914204,-082.6627826
84733,+37.2592089,-113.7749119
84734,+38.3053384,-110.6520371
72123,+35.2587589,-091.2353874
72125,+35.0661917,-092.7906688
73568,+34.2520944,-098.2130391
84737,+37.0447154,-113.2059956
73569,+33.9361315,-097.7820125
84738,+37.1744819,-113.7052525
72126,+34.9427651,-092.9162040
84739,+38.6292275,-112.2061286
84740,+38.2979158,-112.2592666
73570,+34.5146304,-099.1147717
72127,+35.1731131,-092.6060378
73571,+34.9312875,-099.9003229
72128,+34.3130765,-092.6214409
72129,+34.3256348,-092.5427358
72130,+35.6613992,-092.0564376
72131,+35.4160528,-092.1895400
99558,+62.6309951,-160.2137255
99559,+60.8141554,-161.8508097
99569,+58.8051471,-158.5299670
99571,+55.2157902,-162.7758291
99572,+60.5298935,-149.9525948
99573,+61.7123133,-145.9517688
99574,+60.8939947,-145.1090367
99575,+61.7968531,-158.0810662
99561,+60.1512201,-164.2513642
99563,+61.5310657,-165.5971990
99564,+56.3046647,-158.3961802
99565,+56.3045815,-158.4981189
99566,+61.2709072,-142.6055157
99567,+61.2993507,-149.0210909
99568,+60.2089022,-151.4042018
99576,+60.2611075,-159.0928755
83121,+41.8197159,-110.5339048
83122,+42.8202694,-110.9465423
83123,+42.2211114,-110.2502070
83124,+41.7731091,-110.2340116
83126,+42.5937409,-110.8307630
83127,+42.9603293,-110.9635778
83128,+43.0400791,-110.7222076
83414,+43.8367906,-110.9380657
45612,+39.2070364,-083.2788311
45613,+39.0342163,-082.8508997
68446,+40.6534016,-096.1754041
68447,+40.2088850,-096.0726437
68448,+40.5594536,-096.0244626
68450,+40.3635390,-096.2297486
68452,+40.3944406,-097.8522881
68453,+40.4165473,-097.3257946
68454,+40.6918238,-096.2884812
68461,+40.7623337,-096.5114323
68462,+40.9521295,-096.5196589
68455,+40.8200470,-095.8972857
68456,+40.9090531,-097.3208606
68457,+40.1531933,-095.6993637
68463,+40.8758033,-096.1290310
68464,+40.4287128,-097.2069412
72432,+35.5526904,-090.7200423
72433,+36.0257406,-091.0476393
72434,+36.2175360,-091.1563516
72435,+36.3157591,-090.5790997
72436,+36.2357837,-090.4850567
72437,+35.8483821,-090.4582809
68458,+40.2274779,-096.5090988
68460,+40.8907409,-097.4351402
73801,+36.4854334,-099.4127482
72438,+35.9491076,-090.2177561
72440,+36.0055563,-091.2270550
50322,+41.6341638,-093.7343597
41099,+39.0358930,-084.4681889
41101,+38.4738238,-082.6479330
41102,+38.4276278,-082.7301848
41121,+38.4394047,-082.8336744
41124,+38.0648335,-082.8693175
41129,+38.3209256,-082.6562570
41132,+38.2721957,-082.8128256
50323,+41.6256323,-093.7936500
50324,+41.6044091,-093.7128478
41135,+38.3442923,-083.3019830
50325,+41.6132426,-093.7978713
41139,+38.5141544,-082.7266182
41141,+38.5563815,-083.1593897
50327,+41.5863643,-093.4878141
50401,+43.1531687,-093.1998201
41171,+38.0888554,-083.1062529
41174,+38.7062708,-083.0070775
41175,+38.6488659,-082.9720768
41179,+38.5521522,-083.3767743
50420,+42.8041557,-093.4604212
